cse_id,alert_id,asset_id,severity,alert_type,created_time,acknowledged_time,investigation_start,investigation_end,closure_time,escalated,disposition,investigation_evidence,investigation_notes,asset_criticality,expected_activity,observed_activity
CSE-D,ALT-03548,ASSET-017,MEDIUM,Brute Force,2026-03-09 01:35:47,2026-03-09 01:50:05,2026-03-09 02:07:05,2026-03-09 03:57:05,2026-03-09 14:29:41,False,True Positive,True,Analyst reviewed logs and confirmed activity with evidence archived.,MEDIUM,112,101
CSE-A,ALT-03549,ASSET-022,LOW,Phishing,2026-04-15 16:55:00,2026-04-15 17:16:09,2026-04-15 17:33:09,2026-04-15 21:49:47,2026-04-15 22:02:00,False,Benign True Positive,True,Analyst investigation performed; packet capture and EDR evidence attached.,MEDIUM,187,157
CSE-D,ALT-03550,ASSET-069,MEDIUM,Malware,2026-06-02 15:19:13,2026-06-02 15:30:22,2026-06-02 15:55:22,2026-06-02 16:43:53,2026-06-02 18:34:34,False,True Positive,True,Analyst reviewed logs and confirmed activity with evidence archived.,MEDIUM,166,137
CSE-C,ALT-03551,ASSET-012,LOW,Privilege Escalation,2026-02-04 13:15:55,2026-02-04 13:17:51,,,2026-02-04 14:41:04,True,True Positive,False,Closed quickly — no notes.,MEDIUM,156,81
CSE-A,ALT-03552,ASSET-100,HIGH,Suspicious Login,2026-01-17 15:34:07,2026-01-17 15:37:44,2026-01-17 15:58:44,2026-01-17 16:16:11,2026-01-17 17:12:29,False,Benign True Positive,True,Analyst reviewed logs and confirmed activity with evidence archived.,MEDIUM,140,119
CSE-E,ALT-03553,ASSET-074,MEDIUM,Malware,2026-02-19 12:19:06,2026-02-19 13:19:57,2026-02-19 13:39:57,2026-02-19 14:40:41,2026-02-19 23:01:12,False,False Positive,True,Investigation completed; evidence recorded and escalated per playbook.,CRITICAL,157,100
CSE-A,ALT-03554,ASSET-069,MEDIUM,Brute Force,2026-03-23 13:58:33,2026-03-23 14:19:17,2026-03-23 14:27:17,2026-03-23 16:00:26,2026-03-23 21:45:54,False,True Positive,True,Investigation completed; evidence recorded and escalated per playbook.,MEDIUM,92,82
CSE-E,ALT-03555,ASSET-003,MEDIUM,Malware,2026-05-31 11:43:24,2026-05-31 12:13:40,2026-05-31 12:33:40,2026-05-31 13:17:07,2026-05-31 12:58:32,False,True Positive,True,"Reviewed source IP, asset logs and correlated with previous alerts.",CRITICAL,158,82
CSE-B,ALT-03556,ASSET-075,MEDIUM,Malware,2026-01-18 16:35:15,2026-01-18 17:06:59,2026-01-18 17:16:59,2026-01-18 19:24:05,2026-01-18 20:23:20,False,Escalated to Tier-2,True,Investigation completed; evidence recorded and escalated per playbook.,HIGH,172,145
CSE-E,ALT-03557,ASSET-038,CRITICAL,Brute Force,2026-04-10 12:00:53,2026-04-10 13:11:59,,,2026-04-10 22:43:15,True,True Positive,False,N/A,CRITICAL,160,110
CSE-C,ALT-03558,ASSET-085,HIGH,Unauthorized Access,2026-04-29 17:05:03,2026-04-29 17:11:24,,,2026-04-29 19:58:23,False,Under Investigation,False,N/A,HIGH,95,36
CSE-C,ALT-03559,ASSET-056,HIGH,Suspicious Login,2026-01-09 01:36:46,2026-01-09 01:58:30,2026-01-09 02:23:30,2026-01-09 02:43:21,2026-01-09 08:27:19,False,Under Investigation,True,Analyst investigation performed; packet capture and EDR evidence attached.,CRITICAL,130,64
CSE-E,ALT-03560,ASSET-001,HIGH,Brute Force,2026-05-19 16:02:28,2026-05-19 17:36:33,2026-05-19 17:55:33,2026-05-19 19:09:32,2026-05-19 19:20:30,True,True Positive,True,Investigation completed; evidence recorded and escalated per playbook.,MEDIUM,97,51
CSE-A,ALT-03561,ASSET-075,LOW,Data Exfiltration,2026-04-09 09:52:26,2026-04-09 10:15:17,2026-04-09 10:20:17,2026-04-09 14:49:25,2026-04-09 15:45:46,False,Under Investigation,True,Investigation completed; evidence recorded and escalated per playbook.,MEDIUM,134,122
CSE-A,ALT-03562,ASSET-057,MEDIUM,Unauthorized Access,2026-02-07 11:38:57,2026-02-07 12:09:19,2026-02-07 12:31:19,2026-02-07 15:44:02,2026-02-07 18:35:03,False,Escalated to Tier-2,True,Investigation completed; evidence recorded and escalated per playbook.,HIGH,165,149
CSE-B,ALT-03563,ASSET-081,LOW,Malware,2026-01-10 14:18:53,2026-01-10 15:05:36,2026-01-10 15:13:36,2026-01-10 15:31:23,2026-01-10 15:56:06,False,True Positive,True,Investigation completed; evidence recorded and escalated per playbook.,MEDIUM,122,90
CSE-D,ALT-03564,ASSET-017,LOW,Network Anomaly,2026-06-17 20:41:45,2026-06-17 20:49:59,2026-06-17 21:10:59,2026-06-17 22:56:17,2026-06-18 01:09:34,False,False Positive,True,"Reviewed source IP, asset logs and correlated with previous alerts.",CRITICAL,99,89
CSE-A,ALT-03565,ASSET-088,LOW,Brute Force,2026-01-10 17:18:33,2026-01-10 17:23:17,2026-01-10 17:27:17,2026-01-10 22:21:44,2026-01-11 04:10:08,False,True Positive,True,Analyst investigation performed; packet capture and EDR evidence attached.,MEDIUM,198,197
CSE-B,ALT-03566,ASSET-001,HIGH,Privilege Escalation,2026-05-08 10:19:08,2026-05-08 11:35:26,2026-05-08 11:42:26,2026-05-08 13:56:42,2026-05-08 18:22:01,False,False Positive,True,Analyst reviewed logs and confirmed activity with evidence archived.,CRITICAL,93,68
CSE-E,ALT-03567,ASSET-035,MEDIUM,Data Exfiltration,2026-02-03 12:16:20,2026-02-03 12:34:56,,,2026-02-03 20:04:04,False,True Positive,False,,CRITICAL,163,140
CSE-B,ALT-03568,ASSET-079,LOW,Data Exfiltration,2026-03-04 07:10:28,2026-03-04 08:21:59,2026-03-04 08:43:59,2026-03-04 09:47:19,2026-03-04 09:52:19,False,False Positive,True,Analyst investigation performed; packet capture and EDR evidence attached.,HIGH,156,124
CSE-A,ALT-03569,ASSET-031,HIGH,Malware,2026-03-24 11:24:04,2026-03-24 11:37:25,2026-03-24 11:46:25,2026-03-24 15:27:44,2026-03-24 15:29:54,True,True Positive,True,"Reviewed source IP, asset logs and correlated with previous alerts.",HIGH,139,109
CSE-D,ALT-03570,ASSET-082,CRITICAL,Suspicious Login,2026-05-16 01:31:17,2026-05-16 01:54:51,2026-05-16 02:14:51,2026-05-16 03:25:29,2026-05-16 13:39:08,False,True Positive,True,"Reviewed source IP, asset logs and correlated with previous alerts.",CRITICAL,157,149
CSE-E,ALT-03571,ASSET-077,CRITICAL,Phishing,2026-04-25 03:52:15,2026-04-25 05:44:15,2026-04-25 05:59:15,2026-04-25 07:55:10,2026-04-25 08:00:52,False,Under Investigation,True,Analyst reviewed logs and confirmed activity with evidence archived.,CRITICAL,154,102
CSE-D,ALT-03572,ASSET-048,HIGH,Malware,2026-05-10 11:57:31,2026-05-10 12:22:35,,,2026-05-10 16:13:27,False,Escalated to Tier-2,False,Closed quickly — no notes.,HIGH,116,97
CSE-A,ALT-03573,ASSET-079,HIGH,Suspicious Login,2026-02-04 12:45:52,2026-02-04 13:10:24,2026-02-04 13:30:24,2026-02-04 14:19:59,2026-02-04 21:19:19,True,False Positive,True,Alert correlated with threat intel; full timeline documented.,MEDIUM,90,93
CSE-C,ALT-03574,ASSET-073,LOW,Network Anomaly,2026-02-10 03:01:59,2026-02-10 03:29:34,2026-02-10 03:46:34,2026-02-10 04:10:14,2026-02-10 06:49:18,False,Under Investigation,True,Investigation completed; evidence recorded and escalated per playbook.,MEDIUM,174,18
CSE-C,ALT-03575,ASSET-007,CRITICAL,Phishing,2026-01-03 14:00:31,2026-01-03 14:54:49,,,2026-01-03 17:02:51,False,True Positive,False,N/A,HIGH,191,90
CSE-C,ALT-03576,ASSET-017,HIGH,Brute Force,2026-02-27 09:27:53,2026-02-27 09:59:35,2026-02-27 10:14:35,2026-02-27 10:42:54,2026-02-27 17:31:50,False,Under Investigation,True,Investigation completed; evidence recorded and escalated per playbook.,HIGH,163,55
CSE-D,ALT-03577,ASSET-026,LOW,Malware,2026-06-17 12:06:30,2026-06-17 12:11:50,2026-06-17 12:16:50,2026-06-17 16:23:05,2026-06-18 01:10:00,False,Escalated to Tier-2,True,Alert correlated with threat intel; full timeline documented.,MEDIUM,200,190
CSE-A,ALT-03578,ASSET-039,LOW,Network Anomaly,2026-01-29 10:04:12,2026-01-29 10:30:47,2026-01-29 10:41:47,2026-01-29 15:25:53,2026-01-29 19:54:53,True,False Positive,True,Alert correlated with threat intel; full timeline documented.,HIGH,121,91
CSE-D,ALT-03579,ASSET-038,LOW,Data Exfiltration,2026-04-04 10:13:48,2026-04-04 10:19:47,2026-04-04 10:26:47,2026-04-04 13:35:17,2026-04-05 00:51:12,True,Escalated to Tier-2,True,Analyst investigation performed; packet capture and EDR evidence attached.,CRITICAL,122,117
CSE-D,ALT-03580,ASSET-006,MEDIUM,Phishing,2026-02-26 14:49:10,2026-02-26 14:56:41,2026-02-26 15:16:41,2026-02-26 16:14:48,2026-02-27 03:31:10,False,False Positive,True,Analyst reviewed logs and confirmed activity with evidence archived.,HIGH,177,179
CSE-B,ALT-03581,ASSET-036,MEDIUM,Malware,2026-01-07 15:54:50,2026-01-07 16:44:31,2026-01-07 16:50:31,2026-01-07 17:07:50,2026-01-07 17:37:12,False,True Positive,True,"Reviewed source IP, asset logs and correlated with previous alerts.",HIGH,72,50
CSE-C,ALT-03582,ASSET-041,HIGH,Privilege Escalation,2026-01-13 06:51:25,2026-01-13 07:22:33,2026-01-13 07:23:33,2026-01-13 07:43:12,2026-01-13 08:55:19,False,True Positive,True,"Reviewed source IP, asset logs and correlated with previous alerts.",MEDIUM,178,63
CSE-C,ALT-03583,ASSET-083,CRITICAL,Data Exfiltration,2026-02-10 14:04:17,2026-02-10 14:47:41,,,2026-02-10 14:06:18,False,Under Investigation,False,Closed quickly — no notes.,MEDIUM,150,76
CSE-B,ALT-03584,ASSET-062,CRITICAL,Suspicious Login,2026-04-28 17:26:39,2026-04-28 17:55:55,,,2026-04-28 17:29:48,False,False Positive,False,N/A,CRITICAL,159,94
CSE-A,ALT-03585,ASSET-003,LOW,Brute Force,2026-04-02 16:17:27,2026-04-02 16:29:13,2026-04-02 16:49:13,2026-04-02 20:37:48,2026-04-02 19:12:24,True,True Positive,True,Analyst reviewed logs and confirmed activity with evidence archived.,MEDIUM,147,139
CSE-E,ALT-03586,ASSET-063,MEDIUM,Malware,2026-06-21 15:55:21,2026-06-21 17:19:42,2026-06-21 17:29:42,2026-06-21 17:44:17,2026-06-22 03:14:14,False,True Positive,True,Analyst investigation performed; packet capture and EDR evidence attached.,CRITICAL,122,52
CSE-E,ALT-03587,ASSET-018,LOW,Phishing,2026-05-23 15:57:01,2026-05-23 17:33:46,2026-05-23 17:39:46,2026-05-23 17:59:37,2026-05-24 02:30:00,False,False Positive,True,Analyst investigation performed; packet capture and EDR evidence attached.,CRITICAL,163,121
CSE-C,ALT-03588,ASSET-027,LOW,Network Anomaly,2026-04-18 04:52:40,2026-04-18 05:15:48,,,2026-04-18 06:24:09,False,Under Investigation,False,N/A,MEDIUM,191,78
CSE-C,ALT-03589,ASSET-004,LOW,Network Anomaly,2026-04-01 12:54:23,2026-04-01 12:56:50,,,2026-04-01 15:25:54,False,Under Investigation,False,N/A,MEDIUM,150,57
CSE-C,ALT-03590,ASSET-068,CRITICAL,Network Anomaly,2026-05-26 09:02:11,2026-05-26 10:00:59,,,2026-05-26 09:04:26,False,Under Investigation,False,,CRITICAL,182,52
CSE-B,ALT-03591,ASSET-004,LOW,Unauthorized Access,2026-01-08 15:00:08,2026-01-08 15:12:35,,,2026-01-08 16:14:23,False,True Positive,False,,MEDIUM,168,148
CSE-D,ALT-03592,ASSET-070,MEDIUM,Network Anomaly,2026-03-28 11:22:15,2026-03-28 11:41:40,2026-03-28 12:02:40,2026-03-28 16:25:10,2026-03-28 19:34:26,False,True Positive,True,"Reviewed source IP, asset logs and correlated with previous alerts.",HIGH,191,203
CSE-B,ALT-03593,ASSET-084,LOW,Malware,2026-03-10 12:48:25,2026-03-10 14:10:30,2026-03-10 14:34:30,2026-03-10 15:55:23,2026-03-10 18:18:05,False,Under Investigation,True,"Reviewed source IP, asset logs and correlated with previous alerts.",HIGH,92,67
CSE-E,ALT-03594,ASSET-023,CRITICAL,Brute Force,2026-05-02 14:37:44,2026-05-02 14:59:29,2026-05-02 15:10:29,2026-05-02 17:58:41,2026-05-02 15:48:45,False,Escalated to Tier-2,True,Alert correlated with threat intel; full timeline documented.,CRITICAL,168,130
CSE-D,ALT-03595,ASSET-055,HIGH,Brute Force,2026-01-18 11:08:31,2026-01-18 11:26:12,2026-01-18 11:44:12,2026-01-18 13:58:55,2026-01-18 23:52:26,False,Benign True Positive,True,Analyst reviewed logs and confirmed activity with evidence archived.,MEDIUM,154,119
CSE-D,ALT-03596,ASSET-046,LOW,Network Anomaly,2026-01-20 17:51:38,2026-01-20 18:08:47,2026-01-20 18:16:47,2026-01-20 19:08:25,2026-01-20 20:25:49,False,False Positive,True,Analyst reviewed logs and confirmed activity with evidence archived.,CRITICAL,127,128
CSE-C,ALT-03597,ASSET-061,HIGH,Malware,2026-02-26 02:55:44,2026-02-26 03:54:15,2026-02-26 04:03:15,2026-02-26 04:20:33,2026-02-26 11:46:13,True,Escalated to Tier-2,True,Analyst investigation performed; packet capture and EDR evidence attached.,HIGH,121,19
CSE-B,ALT-03598,ASSET-078,HIGH,Network Anomaly,2026-03-05 12:23:01,2026-03-05 13:10:49,2026-03-05 13:15:49,2026-03-05 13:33:33,2026-03-05 16:31:13,False,Under Investigation,True,Alert correlated with threat intel; full timeline documented.,CRITICAL,163,141
CSE-B,ALT-03599,ASSET-018,LOW,Brute Force,2026-05-14 15:18:14,2026-05-14 16:39:36,,,2026-05-14 21:40:19,False,True Positive,False,,CRITICAL,144,116
CSE-B,ALT-03600,ASSET-048,LOW,Suspicious Login,2026-04-09 19:57:49,2026-04-09 20:23:15,2026-04-09 20:33:15,2026-04-09 21:43:34,2026-04-10 00:28:15,False,Escalated to Tier-2,True,Analyst investigation performed; packet capture and EDR evidence attached.,MEDIUM,156,129
CSE-E,ALT-03601,ASSET-063,HIGH,Brute Force,2026-06-02 16:44:31,2026-06-02 18:30:27,2026-06-02 18:43:27,2026-06-02 20:55:47,2026-06-03 01:49:14,False,True Positive,True,Alert correlated with threat intel; full timeline documented.,CRITICAL,156,115
CSE-A,ALT-03602,ASSET-020,CRITICAL,Brute Force,2026-04-28 15:58:22,2026-04-28 16:11:16,2026-04-28 16:25:16,2026-04-28 19:15:46,2026-04-28 18:14:32,False,Benign True Positive,True,"Reviewed source IP, asset logs and correlated with previous alerts.",CRITICAL,137,123
CSE-E,ALT-03603,ASSET-090,MEDIUM,Unauthorized Access,2026-04-27 10:22:44,2026-04-27 10:54:03,2026-04-27 11:04:03,2026-04-27 12:18:32,2026-04-27 17:48:50,False,False Positive,True,Alert correlated with threat intel; full timeline documented.,HIGH,174,127
CSE-E,ALT-03604,ASSET-083,LOW,Unauthorized Access,2026-01-31 09:05:53,2026-01-31 09:44:15,,,2026-01-31 18:38:04,False,Under Investigation,False,Closed quickly — no notes.,MEDIUM,134,67
CSE-C,ALT-03605,ASSET-085,LOW,Malware,2026-04-12 21:56:38,2026-04-12 22:08:00,,,2026-04-13 03:37:42,False,True Positive,False,N/A,HIGH,133,68
CSE-E,ALT-03606,ASSET-072,LOW,Network Anomaly,2026-06-21 12:14:25,2026-06-21 12:37:41,2026-06-21 12:38:41,2026-06-21 13:52:08,2026-06-21 21:03:39,False,Escalated to Tier-2,True,Alert correlated with threat intel; full timeline documented.,CRITICAL,156,114
CSE-B,ALT-03607,ASSET-005,MEDIUM,Network Anomaly,2026-05-24 11:40:43,2026-05-24 12:34:55,,,2026-05-24 17:35:53,True,False Positive,False,,CRITICAL,185,140
CSE-A,ALT-03608,ASSET-099,HIGH,Brute Force,2026-02-15 10:08:04,2026-02-15 10:34:41,2026-02-15 10:50:41,2026-02-15 15:14:55,2026-02-15 20:37:01,True,True Positive,True,Alert correlated with threat intel; full timeline documented.,HIGH,119,129
CSE-D,ALT-03609,ASSET-008,HIGH,Privilege Escalation,2026-03-29 13:49:37,2026-03-29 14:13:25,2026-03-29 14:20:25,2026-03-29 18:55:20,2026-03-29 15:22:25,False,True Positive,True,Investigation completed; evidence recorded and escalated per playbook.,HIGH,98,78
CSE-A,ALT-03610,ASSET-059,MEDIUM,Network Anomaly,2026-04-19 17:13:33,2026-04-19 17:28:17,2026-04-19 17:48:17,2026-04-19 22:35:41,2026-04-19 23:09:39,True,False Positive,True,Alert correlated with threat intel; full timeline documented.,CRITICAL,95,74
CSE-C,ALT-03611,ASSET-040,HIGH,Malware,2026-02-19 17:00:28,2026-02-19 17:30:40,,,2026-02-19 19:51:16,False,True Positive,False,,CRITICAL,151,68
CSE-D,ALT-03612,ASSET-059,LOW,Malware,2026-02-14 11:23:03,2026-02-14 11:44:41,2026-02-14 11:51:41,2026-02-14 14:55:51,2026-02-14 13:57:50,True,Benign True Positive,True,Investigation completed; evidence recorded and escalated per playbook.,MEDIUM,125,112
CSE-D,ALT-03613,ASSET-013,LOW,Malware,2026-01-03 15:02:43,2026-01-03 15:22:12,2026-01-03 15:26:12,2026-01-03 16:49:02,2026-01-03 16:41:47,False,True Positive,True,Analyst investigation performed; packet capture and EDR evidence attached.,MEDIUM,192,155
CSE-E,ALT-03614,ASSET-042,HIGH,Malware,2026-01-24 12:24:03,2026-01-24 12:42:26,2026-01-24 13:07:26,2026-01-24 16:05:06,2026-01-24 20:47:01,True,Under Investigation,True,"Reviewed source IP, asset logs and correlated with previous alerts.",HIGH,79,52
CSE-B,ALT-03615,ASSET-004,LOW,Phishing,2026-01-22 15:33:08,2026-01-22 16:47:27,,,2026-01-22 21:44:43,False,False Positive,False,N/A,MEDIUM,196,151
CSE-B,ALT-03616,ASSET-035,MEDIUM,Brute Force,2026-05-19 14:30:30,2026-05-19 15:29:15,2026-05-19 15:41:15,2026-05-19 16:36:48,2026-05-19 19:56:27,False,True Positive,True,Analyst investigation performed; packet capture and EDR evidence attached.,CRITICAL,158,95
CSE-D,ALT-03617,ASSET-079,HIGH,Suspicious Login,2026-04-29 15:14:26,2026-04-29 15:32:56,2026-04-29 15:51:56,2026-04-29 19:23:52,2026-04-30 04:31:08,False,False Positive,True,Alert correlated with threat intel; full timeline documented.,HIGH,148,135
CSE-E,ALT-03618,ASSET-049,HIGH,Unauthorized Access,2026-04-22 11:01:59,2026-04-22 11:55:53,,,2026-04-22 17:32:26,False,Escalated to Tier-2,False,N/A,MEDIUM,76,37
CSE-A,ALT-03619,ASSET-042,MEDIUM,Phishing,2026-02-05 15:24:59,2026-02-05 15:36:06,2026-02-05 15:42:06,2026-02-05 17:11:57,2026-02-05 22:35:40,False,False Positive,True,Analyst reviewed logs and confirmed activity with evidence archived.,HIGH,178,162
CSE-E,ALT-03620,ASSET-019,HIGH,Suspicious Login,2026-04-07 15:16:15,2026-04-07 16:47:13,2026-04-07 17:02:13,2026-04-07 18:49:05,2026-04-08 00:38:58,False,True Positive,True,Analyst reviewed logs and confirmed activity with evidence archived.,HIGH,71,54
CSE-D,ALT-03621,ASSET-079,LOW,Suspicious Login,2026-04-14 03:12:39,2026-04-14 03:37:13,2026-04-14 03:39:13,2026-04-14 06:41:11,2026-04-14 16:36:16,False,Benign True Positive,True,Alert correlated with threat intel; full timeline documented.,CRITICAL,103,86
CSE-D,ALT-03622,ASSET-094,MEDIUM,Data Exfiltration,2026-04-13 13:21:46,2026-04-13 13:24:51,2026-04-13 13:48:51,2026-04-13 18:08:04,2026-04-13 15:35:56,False,True Positive,True,Analyst reviewed logs and confirmed activity with evidence archived.,CRITICAL,139,111
CSE-D,ALT-03623,ASSET-003,HIGH,Brute Force,2026-05-06 10:37:39,2026-05-06 10:59:33,2026-05-06 11:17:33,2026-05-06 12:38:15,2026-05-06 16:07:47,False,Escalated to Tier-2,True,Alert correlated with threat intel; full timeline documented.,HIGH,122,114
CSE-C,ALT-03624,ASSET-049,HIGH,Suspicious Login,2026-03-05 13:05:49,2026-03-05 13:58:44,2026-03-05 14:07:44,2026-03-05 14:14:21,2026-03-05 21:45:31,False,Escalated to Tier-2,True,Analyst investigation performed; packet capture and EDR evidence attached.,MEDIUM,165,19
CSE-C,ALT-03625,ASSET-010,CRITICAL,Unauthorized Access,2026-04-19 17:33:59,2026-04-19 18:15:38,,,2026-04-19 17:36:40,False,Under Investigation,False,N/A,CRITICAL,121,47
CSE-D,ALT-03626,ASSET-088,HIGH,Data Exfiltration,2026-05-31 10:33:35,2026-05-31 10:53:51,2026-05-31 11:14:51,2026-05-31 13:53:33,2026-05-31 19:26:13,False,Benign True Positive,True,Analyst investigation performed; packet capture and EDR evidence attached.,MEDIUM,100,88
CSE-C,ALT-03627,ASSET-003,HIGH,Network Anomaly,2026-02-08 15:31:29,2026-02-08 16:17:33,2026-02-08 16:22:33,2026-02-08 16:52:16,2026-02-08 20:28:25,False,Under Investigation,True,"Reviewed source IP, asset logs and correlated with previous alerts.",HIGH,120,16
CSE-D,ALT-03628,ASSET-047,HIGH,Data Exfiltration,2026-06-04 10:25:21,2026-06-04 10:49:15,2026-06-04 11:08:15,2026-06-04 14:14:50,2026-06-04 15:02:59,True,Benign True Positive,True,"Reviewed source IP, asset logs and correlated with previous alerts.",CRITICAL,158,120
CSE-E,ALT-03629,ASSET-074,CRITICAL,Phishing,2026-06-16 20:54:14,2026-06-16 22:20:38,2026-06-16 22:40:38,2026-06-16 23:00:53,2026-06-17 05:22:07,False,Escalated to Tier-2,True,Analyst reviewed logs and confirmed activity with evidence archived.,HIGH,121,71
CSE-A,ALT-03630,ASSET-056,MEDIUM,Malware,2026-04-09 10:06:09,2026-04-09 10:11:52,2026-04-09 10:21:52,2026-04-09 14:38:00,2026-04-09 19:13:03,True,Under Investigation,True,Alert correlated with threat intel; full timeline documented.,HIGH,197,199
CSE-B,ALT-03631,ASSET-003,MEDIUM,Privilege Escalation,2026-06-13 16:07:24,2026-06-13 17:23:02,2026-06-13 17:46:02,2026-06-13 18:05:30,2026-06-13 22:59:43,False,True Positive,True,"Reviewed source IP, asset logs and correlated with previous alerts.",MEDIUM,200,157
CSE-A,ALT-03632,ASSET-046,MEDIUM,Suspicious Login,2026-02-21 15:20:15,2026-02-21 15:44:34,2026-02-21 16:05:34,2026-02-21 16:34:55,2026-02-21 23:25:06,True,False Positive,True,Alert correlated with threat intel; full timeline documented.,MEDIUM,101,89
CSE-D,ALT-03633,ASSET-035,MEDIUM,Suspicious Login,2026-06-09 23:08:45,2026-06-09 23:28:44,2026-06-09 23:36:44,2026-06-10 00:11:35,2026-06-10 07:14:51,True,True Positive,True,"Reviewed source IP, asset logs and correlated with previous alerts.",HIGH,200,191
CSE-C,ALT-03634,ASSET-058,CRITICAL,Malware,2026-01-25 21:14:21,2026-01-25 21:15:23,,,2026-01-25 23:01:48,False,Benign True Positive,False,N/A,CRITICAL,134,56
